DATAFLOW,LAST UPDATE,freq,unit,sex,age,icd10,resid,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y65-69,F01_F03,TOT_IN,FI,2020,7,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y65-69,F01_F03,TOT_IN,FR,2011,43,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y65-69,F01_F03,TOT_IN,FR,2012,46,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y65-69,F01_F03,TOT_IN,FR,2013,70,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y65-69,F01_F03,TOT_IN,FR,2014,66,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y65-69,F01_F03,TOT_IN,FR,2015,76,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y65-69,F01_F03,TOT_IN,FR,2016,76,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y65-69,F01_F03,TOT_IN,FR,2017,72,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y65-69,F01_F03,TOT_IN,FR,2018,98,p
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y65-69,F01_F03,TOT_IN,FR,2019,91,p
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y65-69,F01_F03,TOT_IN,FR,2020,69,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y65-69,F01_F03,TOT_IN,FX,2011,43,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y65-69,F01_F03,TOT_IN,FX,2012,45,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y65-69,F01_F03,TOT_IN,FX,2013,68,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y65-69,F01_F03,TOT_IN,FX,2014,63,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y65-69,F01_F03,TOT_IN,FX,2015,76,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y65-69,F01_F03,TOT_IN,FX,2016,72,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y65-69,F01_F03,TOT_IN,FX,2017,66,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y65-69,F01_F03,TOT_IN,FX,2018,95,p
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y65-69,F01_F03,TOT_IN,FX,2019,89,p
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y65-69,F01_F03,TOT_IN,FX,2020,64,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y65-69,F01_F03,TOT_IN,HR,2011,5,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y65-69,F01_F03,TOT_IN,HR,2012,1,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y65-69,F01_F03,TOT_IN,HR,2013,1,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y65-69,F01_F03,TOT_IN,HR,2014,5,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y65-69,F01_F03,TOT_IN,HR,2015,3,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y65-69,F01_F03,TOT_IN,HR,2016,3,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y65-69,F01_F03,TOT_IN,HR,2017,6,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y65-69,F01_F03,TOT_IN,HR,2018,5,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y65-69,F01_F03,TOT_IN,HR,2019,5,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y65-69,F01_F03,TOT_IN,HR,2020,6,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y65-69,F01_F03,TOT_IN,HU,2011,20,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y65-69,F01_F03,TOT_IN,HU,2012,40,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y65-69,F01_F03,TOT_IN,HU,2013,25,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y65-69,F01_F03,TOT_IN,HU,2014,35,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y65-69,F01_F03,TOT_IN,HU,2015,38,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y65-69,F01_F03,TOT_IN,HU,2016,42,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y65-69,F01_F03,TOT_IN,HU,2017,45,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y65-69,F01_F03,TOT_IN,HU,2018,39,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y65-69,F01_F03,TOT_IN,HU,2019,45,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y65-69,F01_F03,TOT_IN,HU,2020,59,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y65-69,F01_F03,TOT_IN,IE,2011,7,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y65-69,F01_F03,TOT_IN,IE,2012,9,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y65-69,F01_F03,TOT_IN,IE,2013,13,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y65-69,F01_F03,TOT_IN,IE,2014,8,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y65-69,F01_F03,TOT_IN,IE,2015,8,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y65-69,F01_F03,TOT_IN,IE,2016,14,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y65-69,F01_F03,TOT_IN,IE,2017,10,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y65-69,F01_F03,TOT_IN,IE,2018,10,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y65-69,F01_F03,TOT_IN,IE,2019,10,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y65-69,F01_F03,TOT_IN,IE,2020,10,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y65-69,F01_F03,TOT_IN,IS,2011,0,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y65-69,F01_F03,TOT_IN,IS,2012,0,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y65-69,F01_F03,TOT_IN,IS,2013,0,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y65-69,F01_F03,TOT_IN,IS,2014,1,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y65-69,F01_F03,TOT_IN,IS,2015,1,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y65-69,F01_F03,TOT_IN,IS,2016,0,
ESTAT:HLTH_CD_ARO(1.0),13/04/23 11:00:00,A,NR,F,Y65-69,F01_F03,TOT_IN,IS,2017,1,
